season,voter,team,bias1-a,bias1-b,bias1-c,bias2-a,bias2-b,bias2-c,bias3-a,bias3-b,bias3-c,bias0-ap,bias0-mean
2014,robert-cessna,duke-blue-devils,-7.6163,0.0,-7.6163,-4.6056,0.0,-4.6056,-7.1854,0.0,-7.1854,-8.0,-4.217
2014,robert-cessna,north-carolina-tar-heels,-18.3929,-18.3929,0.0,-9.3229,-9.3229,0.0,-13.4524,-13.4524,0.0,-15.0,-7.618
2014,robert-cessna,byu-cougars,11.4369,11.4369,0.0,8.3448,8.3448,0.0,5.3206,5.3206,0.0,7.0,5.174
2014,robert-cessna,minnesota-golden-gophers,-13.9978,0.0,-13.9978,-9.7479,0.0,-9.7479,-10.8442,0.0,-10.8442,-12.0,-8.11
2014,robert-cessna,louisville-cardinals,-3.5714,0.0,-3.5714,-5.4422,0.0,-5.4422,-7.2321,0.0,-7.2321,-3.0,-4.498
2014,robert-cessna,penn-state-nittany-lions,-15.6126,-15.6126,0.0,-3.7167,-3.7167,0.0,-6.7194,-6.7194,0.0,-7.0,-1.625
2014,robert-cessna,virginia-tech-hokies,29.4118,29.4118,0.0,23.54,23.54,0.0,29.4118,29.4118,0.0,5.0,4.192
2014,robert-cessna,colorado-state-rams,6.9264,0.0,6.9264,5.8503,0.0,5.8503,6.9264,0.0,6.9264,3.0,2.562
2014,robert-cessna,memphis-tigers,-13.6364,0.0,-13.6364,-10.1591,0.0,-10.1591,-9.0909,0.0,-9.0909,-3.0,-2.235
2014,robert-cessna,west-virginia-mountaineers,7.904,0.0,7.904,9.463,0.0,9.463,7.8644,0.0,7.8644,5.0,6.108
2014,ross-dellenger,florida-state-seminoles,7.6471,18.75,-2.2222,-166.5061,-211.4042,-126.5967,-141.5686,-170.8333,-115.5556,1.0,-38.205
2014,ross-dellenger,oklahoma-sooners,-56.9022,-101.25,14.0543,-112.9392,-184.9241,2.2367,-108.1752,-177.2727,2.381,-2.0,-26.769
2014,ross-dellenger,mississippi-state-bulldogs,1.7094,8.3333,-1.2346,-107.2058,-67.937,-124.6587,-94.7015,-60.4945,-109.9046,1.0,-28.935
2014,ross-dellenger,alabama-crimson-tide,26.6807,51.4881,4.6296,-77.4859,-29.5253,-120.1176,-73.7255,-21.875,-119.8148,12.0,-33.851
2014,ross-dellenger,ohio-state-buckeyes,-15.2793,-28.6374,-3.4055,-53.2654,-58.4104,-48.6921,-53.2459,-56.9413,-49.9611,-25.0,-59.418
2014,ross-dellenger,auburn-tigers,2.0122,9.1667,-4.3472,-37.4738,-37.9187,-37.0784,-34.294,-37.8571,-31.1268,-2.0,-39.275
2014,ross-dellenger,ole-miss-rebels,3.3002,-14.4347,19.0646,-29.1494,-52.2484,-8.6169,-26.4446,-46.5953,-8.5329,3.0,-37.587
2014,ross-dellenger,oregon-ducks,18.2353,35.4167,2.963,-51.2962,-39.9841,-61.3513,-45.8965,-29.6729,-60.3175,13.0,-24.83
2014,ross-dellenger,baylor-bears,-10.7843,-21.5278,-1.2346,-46.393,-59.1417,-35.0608,-44.4585,-57.9861,-32.4339,-11.0,-46.087
2014,ross-dellenger,tcu-horned-frogs,4.9784,-10.119,8.3333,-30.7585,-32.3373,-30.4076,-31.6089,-28.5714,-32.284,5.0,-15.315
2014,ross-dellenger,notre-dame-fighting-irish,-8.9627,-9.1667,-8.6364,-39.7402,-45.9069,-29.8735,-35.0491,-39.5238,-27.8896,-14.0,-44.285
2014,ross-dellenger,georgia-bulldogs,-14.0584,-6.3364,-20.9223,-40.0094,-31.911,-47.2079,-38.6463,-30.5988,-45.7997,-20.0,-58.719
2014,ross-dellenger,kansas-state-wildcats,-22.9938,-16.3272,-28.9198,-37.2239,-22.3662,-50.4308,-37.5485,-23.2801,-50.2315,-41.0,-63.98
2014,ross-dellenger,ucla-bruins,-12.5947,-38.4637,13.2743,-38.4675,-69.8328,-7.1021,-34.9603,-64.2857,-5.6349,-5.0,-39.67
2014,ross-dellenger,michigan-state-spartans,27.1959,46.5264,10.0132,-5.6534,10.5653,-20.07,-2.8071,14.391,-18.0943,42.0,-2.684
2014,ross-dellenger,stanford-cardinal,-3.6607,-3.6607,0.0,-20.2944,-20.2944,0.0,-21.0465,-21.0465,0.0,4.0,-8.939
2014,ross-dellenger,lsu-tigers,3.5317,5.7047,1.3587,-4.714,-5.929,-3.4991,-7.2616,-7.6175,-6.9058,7.0,-5.576
2014,ross-dellenger,arizona-state-sun-devils,13.2347,2.3486,22.9113,-1.5268,-5.454,1.9639,-0.5156,-4.382,2.9213,31.0,-0.623
2014,ross-dellenger,georgia-tech-yellow-jackets,4.5677,-8.9027,9.9559,-8.0793,-3.1461,-10.0526,-9.0822,-9.1097,-9.0712,3.0,-6.25
2014,ross-dellenger,texas-am-aggies,76.8519,76.8519,0.0,37.7313,37.7313,0.0,37.7778,37.7778,0.0,35.0,22.866
2014,ross-dellenger,wisconsin-badgers,7.8093,23.2059,-3.7382,-1.227,12.577,-11.5801,-1.0728,12.1985,-11.0262,19.0,2.732
2014,ross-dellenger,south-carolina-gamecocks,7.8071,7.8071,0.0,-1.4777,-1.4777,0.0,-1.7024,-1.7024,0.0,3.0,-1.866
2014,ross-dellenger,missouri-tigers,-28.0668,-55.8254,-7.2479,-28.4889,-50.1681,-12.2295,-30.076,-52.8396,-13.0034,-58.0,-54.798
2014,ross-dellenger,nebraska-cornhuskers,-28.3957,-40.7874,-11.8734,-32.4476,-39.5969,-22.9154,-33.0443,-41.2837,-22.0584,-58.0,-63.093
2014,ross-dellenger,arizona-wildcats,10.2903,24.375,7.1604,-5.0721,7.6722,-7.9042,-5.2487,6.9444,-7.9583,12.0,-9.126
2014,ross-dellenger,clemson-tigers,1.1015,16.5761,-2.7672,-7.7147,10.0257,-12.1498,-9.7764,7.8947,-14.1942,4.0,-9.621
2014,ross-dellenger,usc-trojans,2.7916,8.3853,-4.6667,-2.3181,-1.1467,-3.88,-3.5641,-1.1797,-6.7433,1.0,-5.204
2014,ross-dellenger,louisville-cardinals,-23.4186,0.0,-23.4186,-26.0336,0.0,-26.0336,-28.2623,0.0,-28.2623,-16.0,-17.498
2014,ross-dellenger,oklahoma-state-cowboys,11.1508,11.1508,0.0,-1.9116,-1.9116,0.0,-0.6341,-0.6341,0.0,6.0,-0.528
2014,ross-dellenger,duke-blue-devils,-18.1851,-7.9619,-30.9641,-9.8322,3.2866,-26.2307,-12.003,2.3701,-29.9694,-31.0,-14.264
2014,ross-dellenger,utah-utes,-5.3261,10.0,-7.0289,-7.8759,5.7184,-9.3864,-8.2192,4.7619,-9.6615,-11.0,-15.099
2014,ross-dellenger,boise-state-broncos,6.25,0.0,6.25,0.6096,0.0,0.6096,0.0,0.0,0.0,1.0,0.103
2014,ross-dellenger,minnesota-golden-gophers,-14.533,0.0,-14.533,-11.0221,0.0,-11.0221,-12.5604,0.0,-12.5604,-9.0,-6.11
2014,ross-dellenger,west-virginia-mountaineers,-1.7544,0.0,-1.7544,-0.4122,0.0,-0.4122,-2.2266,0.0,-2.2266,-1.0,0.108
2014,ross-dellenger,east-carolina-pirates,12.2076,16.0819,8.3333,2.6354,3.8891,1.3816,2.4405,4.7619,0.119,9.0,2.176
2014,ross-dellenger,north-carolina-tar-heels,-9.0909,-9.0909,0.0,-0.7108,-0.7108,0.0,-4.5455,-4.5455,0.0,-8.0,-0.618
2014,ross-dellenger,washington-huskies,-9.7538,-9.7538,0.0,-0.1824,-0.1824,0.0,-0.5608,-0.5608,0.0,-9.0,-0.167
2014,ross-dellenger,byu-cougars,20.3947,20.3947,0.0,13.7836,13.7836,0.0,13.1395,13.1395,0.0,8.0,5.726
2014,ross-dellenger,marshall-thundering-herd,12.8458,0.0,15.415,11.4742,14.3798,10.893,8.0953,13.6364,6.9871,15.0,14.528
2014,ross-dellenger,colorado-state-rams,11.5801,0.0,11.5801,10.4559,0.0,10.4559,11.5801,0.0,11.5801,5.0,4.562
2014,ross-dellenger,rutgers-scarlet-knights,-6.1667,-6.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0
2014,ross-dellenger,arkansas-razorbacks,-8.3333,0.0,-8.3333,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0
2014,ross-dellenger,memphis-tigers,0.0,0.0,0.0,3.1566,0.0,3.1566,4.1667,0.0,4.1667,0.0,0.765
2014,sam-werner,florida-state-seminoles,36.2745,93.75,-14.8148,-148.4588,-137.1823,-158.4823,-130.3922,-110.4167,-148.1481,8.0,-31.205
2014,sam-werner,alabama-crimson-tide,24.5098,-37.5,79.6296,-85.6728,-153.6536,-25.2455,-80.3361,-144.0476,-23.7037,12.0,-33.851
2014,sam-werner,auburn-tigers,-8.1387,-10.4167,-6.1139,-55.0376,-69.2376,-42.4155,-52.1303,-70.9524,-35.3996,-2.0,-39.275
2014,sam-werner,mississippi-state-bulldogs,-1.6205,-8.7917,4.7539,-81.2879,-40.8807,-117.2054,-71.9419,-37.1241,-102.8911,-6.0,-19.531
2014,sam-werner,ohio-state-buckeyes,-4.5808,-18.9649,8.2051,-42.2407,-49.3155,-35.9519,-41.1498,-45.4115,-37.3617,2.0,-32.418
2014,sam-werner,oregon-ducks,-8.2353,-2.0833,-13.7037,-91.2615,-95.9417,-87.1014,-83.3191,-80.9817,-85.3968,0.0,-37.83
2014,sam-werner,ole-miss-rebels,-13.1217,-9.0686,-16.7244,-48.165,-46.3758,-49.7553,-45.4666,-40.7128,-49.6922,-15.0,-55.587
2014,sam-werner,oklahoma-sooners,-2.3364,0.1894,-4.8622,-25.8715,-42.3998,-9.3432,-24.9223,-40.2197,-9.6248,-6.0,-25.541
2014,sam-werner,tcu-horned-frogs,-8.7951,-19.4444,-6.4286,-44.0899,-37.8962,-45.4663,-45.1879,-36.25,-47.1741,-6.0,-26.315
2014,sam-werner,baylor-bears,-17.2948,-12.2817,-21.7508,-54.6273,-45.9706,-62.3221,-52.0244,-44.6429,-58.5859,-17.0,-52.087
2014,sam-werner,michigan-state-spartans,16.5006,25.1183,8.8404,-16.6279,-8.0077,-24.2902,-14.2021,-4.3461,-22.963,22.0,-22.684
2014,sam-werner,south-carolina-gamecocks,21.9872,21.9872,0.0,-0.0143,-0.0143,0.0,-0.9375,-0.9375,0.0,19.0,12.516
2014,sam-werner,notre-dame-fighting-irish,-4.7854,-5.7292,-3.2754,-35.3441,-41.3421,-25.7474,-30.7155,-35.2841,-23.4058,-6.0,-37.733
2014,sam-werner,georgia-bulldogs,7.7727,-2.7948,17.1659,-15.9125,-26.3822,-6.6062,-14.771,-25.4905,-5.2427,12.0,-26.719
2014,sam-werner,texas-am-aggies,6.3776,6.3776,0.0,-17.3709,-17.3709,0.0,-17.9731,-17.9731,0.0,3.0,-9.647
2014,sam-werner,kansas-state-wildcats,-9.3101,-0.2264,-17.3846,-22.4435,-5.411,-37.5835,-22.7756,-6.4211,-37.3129,-16.0,-38.98
2014,sam-werner,arizona-state-sun-devils,10.5856,13.3847,9.0306,-6.4103,2.3626,-11.2841,-5.0683,4.2906,-10.2677,21.0,-10.151
2014,sam-werner,ucla-bruins,9.5736,16.7478,3.1965,-7.1596,-3.2564,-10.6291,-5.0846,-0.0983,-9.5169,13.0,-13.991
2014,sam-werner,lsu-tigers,-7.1754,-13.7261,0.6855,-17.5489,-25.9725,-7.4405,-20.47,-27.8236,-11.6458,-7.0,-21.576
2014,sam-werner,arizona-wildcats,-22.4214,-35.2273,-19.5756,-40.1316,-55.6466,-36.6838,-40.4522,-56.8182,-36.8153,-26.0,-47.126
2014,sam-werner,georgia-tech-yellow-jackets,6.9481,13.6364,5.8333,-6.9025,14.6789,-10.4994,-7.1109,8.6957,-9.7454,8.0,-3.554
2014,sam-werner,wisconsin-badgers,-18.4422,-25.5973,-11.287,-31.3114,-37.1805,-25.4424,-30.5429,-37.4136,-23.6722,-27.0,-46.768
2014,sam-werner,usc-trojans,-1.3755,-2.5295,0.6439,-9.3471,-15.5972,1.5906,-10.6165,-16.0596,-1.0911,-2.0,-13.246
2014,sam-werner,stanford-cardinal,7.7827,7.7827,0.0,-1.5202,-1.5202,0.0,-2.2993,-2.2993,0.0,8.0,-1.762
2014,sam-werner,nebraska-cornhuskers,5.6288,0.2585,10.9991,-3.529,-4.4095,-2.6485,-3.8207,-6.6306,-1.0109,9.0,-4.916
2014,sam-werner,duke-blue-devils,-11.2071,-8.4087,-12.7618,-3.3169,1.9553,-6.2459,-4.3762,1.3568,-7.5612,-31.0,-4.545
2014,sam-werner,missouri-tigers,3.8772,-4.5455,7.2462,-3.3557,2.7099,-5.782,-3.3809,2.1739,-5.6028,4.0,-2.618
2014,sam-werner,virginia-tech-hokies,-25.0877,-25.0877,0.0,-19.6232,-19.6232,0.0,-18.5088,-18.5088,0.0,-9.0,-6.708
2014,sam-werner,east-carolina-pirates,-11.4061,-15.6385,-2.9412,-18.2691,-22.4521,-9.9031,-18.3435,-21.9131,-11.2045,-12.0,-18.861
2014,sam-werner,boise-state-broncos,-3.8889,0.0,-3.8889,-7.8909,0.0,-7.8909,-10.8081,0.0,-10.8081,-2.0,-4.182
2014,sam-werner,utah-utes,2.8167,-5.2632,4.1634,-3.5021,-9.5263,-2.4981,-3.2453,-10.5263,-2.0318,5.0,-3.294
2014,sam-werner,clemson-tigers,3.0168,-9.1157,15.1493,0.9356,-4.1986,6.0697,-2.0575,-8.1481,4.0331,6.0,3.274
2014,sam-werner,byu-cougars,-5.4094,-5.4094,0.0,-11.5826,-11.5826,0.0,-12.1345,-12.1345,0.0,-2.0,-4.274
2014,sam-werner,oklahoma-state-cowboys,18.1746,18.1746,0.0,4.291,4.291,0.0,5.6645,5.6645,0.0,9.0,2.472
2014,sam-werner,marshall-thundering-herd,-6.4011,-13.6905,-3.9713,-3.9797,3.7735,-6.564,-6.0917,4.7619,-9.7096,-11.0,-6.083
2014,sam-werner,louisville-cardinals,-11.3737,0.0,-14.2172,-14.2656,-5.78,-16.387,-16.2071,-7.5,-18.3838,-11.0,-13.654
2014,sam-werner,washington-huskies,-31.5789,-31.5789,0.0,-21.0526,-21.0526,0.0,-21.0526,-21.0526,0.0,-6.0,-4.0
2014,sam-werner,west-virginia-mountaineers,-6.5163,0.0,-6.5163,-5.0155,0.0,-5.0155,-6.7783,0.0,-6.7783,-4.0,-2.892
2014,sam-werner,minnesota-golden-gophers,-15.7895,0.0,-15.7895,-23.0684,0.0,-23.0684,-26.3158,0.0,-26.3158,-3.0,-4.383
2014,sam-werner,colorado-state-rams,-4.6364,0.0,-4.6364,-3.0091,0.0,-3.0091,-3.7311,0.0,-3.7311,-4.0,-2.327
2014,sam-werner,north-carolina-tar-heels,-10.1332,-10.1332,0.0,-1.8953,-1.8953,0.0,-5.79,-5.79,0.0,-9.0,-1.618
2014,scott-nulph,florida-state-seminoles,22.3529,31.25,14.4444,-139.7855,-186.2979,-98.4411,-120.0,-152.0833,-91.4815,4.0,-35.205
2014,scott-nulph,oregon-ducks,-19.1132,-27.6989,-11.4815,-113.6857,-150.5562,-80.9119,-104.0597,-131.9602,-79.2593,-7.0,-44.83
2014,scott-nulph,mississippi-state-bulldogs,28.7354,2.0833,40.5808,-83.6565,-75.437,-87.3097,-71.4454,-67.9945,-72.9791,27.0,-2.935
2014,scott-nulph,alabama-crimson-tide,38.4454,49.4048,28.7037,-73.7864,-33.1185,-109.9357,-71.1204,-25.4167,-111.746,27.0,-18.851
2014,scott-nulph,ohio-state-buckeyes,-3.9351,17.3441,-22.8499,-40.3848,-3.6473,-73.0403,-41.1426,-3.1504,-74.9134,-3.0,-37.418
2014,scott-nulph,oklahoma-sooners,-18.9872,-34.9747,2.3295,-54.6753,-92.0417,-4.8534,-51.7706,-87.1528,-4.5945,-4.0,-24.969
2014,scott-nulph,auburn-tigers,31.8254,12.5,57.5926,-18.1316,-37.216,7.3143,-14.814,-37.0982,14.8984,27.0,-7.408
2014,scott-nulph,ole-miss-rebels,0.4679,-12.9407,13.8765,-35.2657,-53.675,-16.8564,-31.9422,-47.7978,-16.0865,7.0,-30.991
2014,scott-nulph,tcu-horned-frogs,-16.8179,-7.1963,-25.3704,-34.599,7.0913,-71.6571,-36.5723,7.1797,-75.463,-23.0,-11.863
2014,scott-nulph,baylor-bears,6.6153,-7.6389,19.2857,-25.7549,-40.6385,-12.5251,-23.9542,-39.6528,-10.0,8.0,-27.087
2014,scott-nulph,georgia-bulldogs,-13.4857,-18.7568,-8.8003,-38.8879,-43.5257,-34.7655,-38.1076,-42.4648,-34.2345,-7.0,-45.719
2014,scott-nulph,michigan-state-spartans,-6.0561,12.4086,-22.4691,-44.3024,-26.5046,-60.1226,-41.4138,-23.3333,-57.4854,3.0,-41.684
2014,scott-nulph,ucla-bruins,5.9497,2.4567,9.4426,-19.7571,-25.5752,-13.939,-16.703,-21.1722,-12.2339,21.0,-13.67
2014,scott-nulph,south-carolina-gamecocks,-14.2857,-14.2857,0.0,-34.5124,-34.5124,0.0,-35.1282,-35.1282,0.0,-2.0,-7.617
2014,scott-nulph,notre-dame-fighting-irish,7.9583,12.0565,-0.2381,-23.0551,-20.0276,-29.1102,-18.6885,-14.9375,-26.1905,8.0,-24.9
2014,scott-nulph,arizona-state-sun-devils,-15.7793,-21.2475,-9.5299,-32.8171,-30.2947,-35.6998,-31.2795,-28.8961,-34.0034,-26.0,-53.474
2014,scott-nulph,lsu-tigers,-20.4894,-26.4286,-14.5503,-30.3616,-39.9044,-20.8189,-33.681,-42.4883,-24.8737,-25.0,-37.576
2014,scott-nulph,texas-am-aggies,21.9955,21.9955,0.0,-2.3484,-2.3484,0.0,-2.3356,-2.3356,0.0,11.0,-1.255
2014,scott-nulph,clemson-tigers,-28.096,-25.7224,-29.4146,-34.3608,-26.4261,-38.7689,-37.2646,-30.2814,-41.1441,-45.0,-54.768
2014,scott-nulph,usc-trojans,2.4684,13.3062,-10.1756,-4.6186,-0.6172,-9.2868,-6.2848,-1.1574,-12.2667,5.0,-5.454
2014,scott-nulph,kansas-state-wildcats,16.455,9.9394,20.7988,1.5312,0.1995,2.4189,1.7171,-0.0214,2.8761,33.0,6.755
2014,scott-nulph,nebraska-cornhuskers,-0.6771,-1.5106,0.1564,-10.9668,-6.7879,-15.1457,-10.7225,-8.6881,-12.7569,1.0,-13.71
2014,scott-nulph,missouri-tigers,-19.3377,-18.9937,-19.6816,-24.6856,-14.9561,-34.4151,-25.3843,-16.7759,-33.9927,-27.0,-33.105
2014,scott-nulph,louisville-cardinals,-46.5769,0.0,-46.5769,-47.5773,0.0,-47.5773,-51.1836,0.0,-51.1836,-30.0,-29.098
2014,scott-nulph,arizona-wildcats,35.7938,15.625,42.5167,15.3491,-0.8732,20.7565,15.2429,-1.6667,20.8794,36.0,19.744
2014,scott-nulph,wisconsin-badgers,7.9754,13.0252,5.8112,-2.5205,1.2705,-4.1452,-1.5153,2.9605,-3.4335,13.0,-1.096
2014,scott-nulph,georgia-tech-yellow-jackets,8.5065,13.6364,7.6515,-7.0588,14.6789,-10.6818,-7.1227,8.6957,-9.7591,6.0,-5.554
2014,scott-nulph,marshall-thundering-herd,-27.6347,0.0,-30.7053,-27.034,14.3798,-31.6356,-29.7186,13.6364,-34.5358,-40.0,-35.342
2014,scott-nulph,oklahoma-state-cowboys,-12.0864,-12.0864,0.0,-4.8011,-4.8011,0.0,-6.7648,-6.7648,0.0,-18.0,-2.559
2014,scott-nulph,boise-state-broncos,-32.7016,0.0,-32.7016,-31.849,0.0,-31.849,-34.219,0.0,-34.219,-24.0,-21.413
2014,scott-nulph,stanford-cardinal,-3.0398,-3.0398,0.0,-12.2443,-12.2443,0.0,-13.0554,-13.0554,0.0,-6.0,-15.762
2014,scott-nulph,north-carolina-tar-heels,-39.9971,-39.9971,0.0,-28.7608,-28.7608,0.0,-33.7295,-33.7295,0.0,-26.0,-18.618
2014,scott-nulph,east-carolina-pirates,-11.9988,-5.4882,-21.7647,-20.6204,-14.4981,-29.8039,-20.7308,-13.6364,-31.3725,-9.0,-15.986
2014,scott-nulph,utah-utes,-3.8543,0.0,-4.9556,-7.2217,3.6543,-10.3292,-6.6233,5.0,-9.9442,-6.0,-11.386
2014,scott-nulph,duke-blue-devils,-12.8472,-8.3333,-14.3519,-12.3319,-0.2583,-16.3565,-14.2361,-2.0833,-18.287,-9.0,-8.066
2014,scott-nulph,west-virginia-mountaineers,-7.7295,0.0,-7.7295,-6.0306,0.0,-6.0306,-6.3492,0.0,-6.3492,-3.0,-1.915
2014,scott-nulph,colorado-state-rams,-15.0053,0.0,-15.0053,-11.353,0.0,-11.353,-11.8556,0.0,-11.8556,-18.0,-12.827
2014,scott-nulph,virginia-tech-hokies,11.7647,11.7647,0.0,6.6936,6.6936,0.0,11.7647,11.7647,0.0,2.0,1.192
2014,scott-nulph,minnesota-golden-gophers,-17.1567,-13.0435,-17.9793,-9.6963,-3.7261,-10.8903,-11.8772,-8.6957,-12.5135,-22.0,-12.145
2014,scott-nulph,washington-huskies,-13.6905,-13.6905,0.0,-1.4286,-1.4286,0.0,-1.4286,-1.4286,0.0,-6.0,-0.5
2014,scott-nulph,byu-cougars,16.6124,16.6124,0.0,13.2258,13.2258,0.0,10.2044,10.2044,0.0,10.0,8.174
2014,scott-nulph,memphis-tigers,-4.1667,0.0,-4.1667,-0.9792,0.0,-0.9792,0.0,0.0,0.0,-1.0,-0.235
2014,scott-nulph,florida-gators,-4.0,-4.0,0.0,12.2435,12.2435,0.0,8.6957,8.6957,0.0,-1.0,2.727
2014,scott-nulph,arkansas-razorbacks,-4.0,0.0,-4.0,7.3606,0.0,7.3606,4.1667,0.0,4.1667,-1.0,1.714
2014,scott-nulph,air-force-falcons,-4.0,0.0,-4.0,8.6957,0.0,8.6957,4.1667,0.0,4.1667,-1.0,2.0
2014,scott-wolf,oklahoma-sooners,-180.6373,-234.375,34.3137,-301.7552,-381.7344,18.1613,-293.375,-371.0938,17.5,-12.0,-31.508
2014,scott-wolf,mississippi-state-bulldogs,-41.1538,-106.25,-12.2222,-165.1509,-225.5625,-138.3013,-152.5641,-218.75,-123.1481,-20.0,-49.935
2014,scott-wolf,florida-state-seminoles,45.8824,87.5,8.8889,-97.4482,-87.8562,-105.9744,-84.7059,-68.75,-98.8889,7.0,-32.205
2014,scott-wolf,alabama-crimson-tide,6.3025,30.0595,-14.8148,-104.7109,-50.9503,-152.4981,-100.817,-42.3611,-152.7778,6.0,-39.851
2014,scott-wolf,ohio-state-buckeyes,32.6595,73.0128,19.2084,-13.9463,20.2816,-25.3555,-13.3076,26.434,-26.5548,33.0,3.89
2014,scott-wolf,tcu-horned-frogs,16.8386,27.9101,13.1481,-16.6999,17.1678,-27.9892,-17.5587,17.1051,-29.1134,16.0,-1.029
2014,scott-wolf,georgia-bulldogs,-46.8596,-72.362,-24.1907,-79.1372,-111.0678,-50.7544,-77.3026,-108.7121,-49.3831,-44.0,-82.719
2014,scott-wolf,baylor-bears,-19.2161,-32.619,-7.3024,-57.9426,-73.7969,-43.8498,-55.8601,-72.6042,-40.9764,-17.0,-52.087
2014,scott-wolf,ole-miss-rebels,-4.839,1.0143,-10.042,-36.7108,-34.307,-38.8475,-34.3662,-29.9314,-38.3082,-13.0,-53.587
2014,scott-wolf,auburn-tigers,30.946,50.4167,13.6388,-12.5467,-0.2679,-23.4612,-9.2804,0.5208,-17.9926,15.0,-22.275
2014,scott-wolf,oregon-ducks,54.3791,110.7639,4.2593,-24.3368,12.1809,-56.797,-19.8475,20.7408,-55.9259,27.0,-10.83
2014,scott-wolf,lsu-tigers,-41.7282,-57.4693,-25.987,-46.0984,-65.7162,-26.4807,-49.4628,-69.2671,-29.6584,-67.0,-66.84
2014,scott-wolf,wisconsin-badgers,-15.3172,-35.1403,4.5058,-29.2338,-50.0629,-8.4047,-28.1758,-49.4198,-6.9318,-11.0,-30.768
2014,scott-wolf,michigan-state-spartans,-6.2512,-18.8194,4.9206,-41.154,-57.8256,-26.3348,-38.2682,-53.9583,-24.3214,-5.0,-49.684
2014,scott-wolf,texas-am-aggies,3.2541,5.5824,-13.0435,-15.6767,-17.8206,-0.6696,-16.1604,-17.8479,-4.3478,-5.0,-14.409
2014,scott-wolf,notre-dame-fighting-irish,65.8636,98.6616,16.6667,20.7443,42.3899,-11.7242,26.1262,49.8286,-9.4275,52.0,24.899
2014,scott-wolf,georgia-tech-yellow-jackets,-6.0803,-17.6329,-2.2294,-18.3652,-14.9034,-19.5192,-18.6312,-18.2367,-18.7627,-8.0,-18.554
2014,scott-wolf,kansas-state-wildcats,-4.1719,10.2632,-12.1914,-19.4456,1.2335,-30.934,-19.3075,0.9048,-30.5366,-1.0,-25.009
2014,scott-wolf,arizona-state-sun-devils,11.4492,23.7917,3.2209,-5.5191,11.2327,-16.687,-4.0583,13.6498,-15.8638,26.0,-7.725
2014,scott-wolf,ucla-bruins,34.0389,35.0881,32.9896,9.2692,8.3691,10.1692,11.9934,12.356,11.6308,53.0,18.33
2014,scott-wolf,usc-trojans,8.7714,3.3618,25.0,-5.9785,-11.952,11.942,-7.6578,-13.109,8.6957,6.0,-2.05
2014,scott-wolf,arizona-wildcats,20.2246,0.0,22.7527,3.1395,-21.5,6.2194,3.1757,-20.0,6.0727,24.0,6.427
2014,scott-wolf,south-carolina-gamecocks,3.367,3.367,0.0,-17.0874,-17.0874,0.0,-18.1818,-18.1818,0.0,0.0,-5.617
2014,scott-wolf,missouri-tigers,-25.6368,-26.6667,-25.2935,-27.6926,-23.637,-29.0444,-28.5666,-24.2593,-30.0024,-50.0,-49.679
2014,scott-wolf,clemson-tigers,-39.6101,-70.4092,-12.2331,-39.0873,-61.6967,-18.9901,-43.3002,-67.8497,-21.4784,-96.0,-96.17
2014,scott-wolf,stanford-cardinal,1.5096,1.5096,0.0,-16.8803,-16.8803,0.0,-18.1166,-18.1166,0.0,0.0,-12.939
2014,scott-wolf,virginia-tech-hokies,-40.1842,-40.1842,0.0,-18.9846,-18.9846,0.0,-16.9128,-16.9128,0.0,-20.0,-8.308
2014,scott-wolf,oklahoma-state-cowboys,-13.4499,-13.4499,0.0,-10.9145,-10.9145,0.0,-13.049,-13.049,0.0,-18.0,-10.559
2014,scott-wolf,west-virginia-mountaineers,-51.1167,-44.541,-57.6923,-34.3947,-12.679,-56.1104,-36.433,-13.7313,-59.1346,-47.0,-28.725
2014,scott-wolf,east-carolina-pirates,-5.1286,7.3071,-30.0,-11.8832,1.3152,-38.28,-12.1517,1.7724,-40.0,-3.0,-9.861
2014,scott-wolf,duke-blue-devils,-23.4612,-18.1818,-24.5171,-18.4772,-5.8455,-21.0036,-21.4534,-9.0909,-23.9259,-27.0,-20.503
2014,scott-wolf,nebraska-cornhuskers,28.1507,0.0,28.1507,12.0951,0.0,12.0951,14.1144,0.0,14.1144,20.0,9.955
2014,scott-wolf,boise-state-broncos,5.0798,0.0,5.0798,4.0498,0.0,4.0498,2.2233,0.0,2.2233,4.0,3.587
2014,scott-wolf,texas-longhorns,-37.2222,-37.2222,0.0,-20.5661,-20.5661,0.0,-21.3889,-21.3889,0.0,-14.0,-7.745
2014,scott-wolf,byu-cougars,-13.231,-13.231,0.0,-10.0071,-10.0071,0.0,-13.962,-13.962,0.0,-10.0,-7.478
2014,scott-wolf,minnesota-golden-gophers,-17.1651,0.0,-17.1651,-9.6226,0.0,-9.6226,-10.8956,0.0,-10.8956,-14.0,-7.888
2014,scott-wolf,marshall-thundering-herd,0.6265,-4.5833,5.8363,7.5604,9.4114,5.7094,6.268,9.2787,3.2573,1.0,27.415
2014,scott-wolf,louisville-cardinals,-5.3289,0.0,-5.3289,-7.1705,0.0,-7.1705,-8.9599,0.0,-8.9599,-4.0,-5.498
2014,scott-wolf,kentucky-wildcats,-30.0,-30.0,0.0,-13.0,-13.0,0.0,-15.0,-15.0,0.0,-6.0,-2.6
