voter,team,bias1-a,bias1-b,bias1-c,bias2-a,bias2-b,bias2-c,bias3-a,bias3-b,bias3-c,bias0-ap,bias0-mean
gary-horowitz,houston-cougars,-23.969099999999997,-21.760833333333334,-9.194433333333334,-40.93196666666667,-35.3166,-20.072166666666664,-40.03676666666667,-37.313333333333325,-18.0601,-13.0,-22.396666666666665
gary-horowitz,florida-gators,-0.4263199999999999,-4.497059999999999,2.03244,-15.75892,-15.242619999999999,-15.662180000000001,-14.1501,-13.85908,-13.94032,-0.6,-19.299
gary-horowitz,michigan-wolverines,-1.5265999999999997,-1.1582600000000003,-0.9796400000000001,-30.66388,-27.868720000000003,-30.3404,-27.598480000000002,-25.647399999999998,-27.07238,-2.6,-30.755599999999998
gary-horowitz,northwestern-wildcats,1.815566666666667,1.7255,7.441800000000001,-3.718766666666667,-2.2356333333333334,0.5801666666666666,-5.249,-2.796333333333333,-0.5500333333333339,4.0,-1.7510000000000003
gary-horowitz,toledo-rockets,-13.4929,-11.8088,-14.6157,-13.8588,-12.1447,-15.0014,-13.9453,-13.5965,-14.1779,-26.0,-23.839
gary-horowitz,navy-midshipmen,-5.720766666666667,-7.9365,-4.5303,-8.7393,-3.6226333333333334,-10.310366666666667,-9.2494,-5.423266666666667,-10.009966666666667,-3.6666666666666665,-7.212666666666667
gary-horowitz,temple-owls,-13.430566666666666,-8.074066666666667,-9.351866666666666,-9.4696,-4.0397,-8.774,-11.425266666666667,-4.8610999999999995,-10.5269,-4.333333333333333,-4.014666666666667
gary-horowitz,california-golden-bears,-5.1779,-5.1779,0.0,-1.1659333333333333,-1.1659333333333333,0.0,-2.9410666666666665,-2.9410666666666665,0.0,-3.0,-2.1313333333333335
gary-horowitz,tennessee-volunteers,-6.8371666666666675,-6.406533333333333,4.6627,-9.549833333333334,-10.865533333333332,5.250533333333334,-10.222199999999999,-11.068599999999998,4.6627,-1.6666666666666667,-4.552666666666667
gary-horowitz,washington-state-cougars,8.230599999999999,2.47378,8.03322,-0.44808000000000003,0.32814000000000015,0.3104599999999998,-1.0663200000000004,-0.41025999999999996,0.1049599999999998,7.4,-0.9532
gary-horowitz,western-kentucky-hilltoppers,-7.3442,0.0,-7.3442,3.41005,0.0,3.41005,-0.5435,0.0,-0.5435,-3.0,0.6875
gary-horowitz,pittsburgh-panthers,-8.005099999999999,0.0,-8.005099999999999,-7.246499999999999,0.0,-7.246499999999999,-11.004900000000001,0.0,-11.004900000000001,-3.5,-2.9245
jay-binkley,iowa-hawkeyes,-9.697,-6.6667,-10.8333,-48.1657,-21.3766,-58.2116,-47.3727,-25.5793,-55.5452,-6.0,-31.421
jay-binkley,florida-gators,-15.6364,-3.0574,-22.8244,-35.3298,-16.7192,-45.9644,-33.2437,-18.5173,-41.6587,-20.0,-38.736
jay-binkley,houston-cougars,7.3696,-6.8478,10.924,-4.5618,-6.3896,-4.1049,-3.2386,-7.5,-2.1733,10.0,-6.549
jay-binkley,northwestern-wildcats,6.4754,9.123,4.2691,-4.5348,-2.6204,-6.1302,-5.7204,-4.2374,-6.9562,11.0,-6.794
jay-binkley,navy-midshipmen,-13.7878,0.0,-13.7878,-22.4602,0.0,-22.4602,-20.9198,0.0,-20.9198,-11.0,-18.042
jay-binkley,arkansas-razorbacks,-12.5,-12.5,0.0,-23.725,-23.725,0.0,-25.0,-25.0,0.0,-2.0,-3.796
jay-binkley,memphis-tigers,-1.8873,-5.8824,-0.5556,-5.8281,-11.2824,-4.01,-6.0662,-11.7647,-4.1667,-2.0,-3.814
jay-binkley,toledo-rockets,-6.1667,-4.5417,-8.3333,-7.5495,-4.2491,-11.95,-7.944,-5.5687,-11.1111,-9.0,-9.371
jay-binkley,washington-state-cougars,0.3589,0.0,0.3589,-7.7964,0.0,-7.7964,-7.0455,0.0,-7.0455,0.0,-3.287
jay-binkley,tennessee-volunteers,-12.0304,-12.0304,0.0,2.2589,2.2589,0.0,-1.7253,-1.7253,0.0,-8.0,1.504
jay-binkley,california-golden-bears,-2.2619,-2.2619,0.0,-7.4238,-7.4238,0.0,-9.5238,-9.5238,0.0,-1.0,-3.118
jay-binkley,western-kentucky-hilltoppers,-16.0714,0.0,-16.0714,-5.8298,0.0,-5.8298,-5.9524,0.0,-5.9524,-7.0,-2.425
jay-binkley,temple-owls,3.6298,0.1739,4.7817,2.1043,4.0495,1.4559,1.5625,2.0833,1.3889,6.0,4.015
jay-binkley,pittsburgh-panthers,4.3478,0.0,4.3478,1.0867,0.0,1.0867,0.0,0.0,0.0,1.0,0.258
jeff-seidel,ohio-state-buckeyes,73.0556,142.8571,11.9792,-135.9924,-172.8646,-103.7292,-100.7407,-128.5714,-76.3889,13.0,-25.526
jeff-seidel,utah-utes,-44.3587,-92.6471,-2.9687,-93.9662,-184.3206,-16.5196,-80.9415,-156.6118,-16.0813,-13.0,-37.819
jeff-seidel,clemson-tigers,0.1616,0.3463,0.0,-107.3489,-26.5144,-178.0792,-93.6737,-24.5388,-154.1667,3.0,-29.197
jeff-seidel,alabama-crimson-tide,-3.2143,-8.9286,1.7857,-75.3368,-64.4573,-84.8564,-73.3435,-58.4402,-86.3839,-1.0,-31.099
jeff-seidel,ole-miss-rebels,-12.7502,-28.1433,5.2083,-39.9858,-68.5562,-6.6537,-40.7151,-70.2155,-6.298,-6.0,-27.479
jeff-seidel,tcu-horned-frogs,9.6667,21.4286,-0.625,-57.0257,-96.346,-22.6205,-46.8687,-76.7347,-20.7359,7.0,-28.263
jeff-seidel,baylor-bears,21.1795,37.1429,7.2115,-47.4995,-48.6946,-46.4538,-36.0952,-36.8367,-35.4464,14.0,-25.298
jeff-seidel,michigan-state-spartans,7.7585,45.2041,-25.0063,-42.3576,-18.6998,-63.0582,-40.3766,-12.0408,-65.1705,5.0,-24.391
jeff-seidel,ucla-bruins,-12.9969,-20.9698,-1.0375,-31.9001,-48.36,-7.2101,-32.4224,-47.9328,-9.1568,-5.0,-22.918
jeff-seidel,oklahoma-sooners,-0.8426,2.9563,-4.1667,-24.5924,-5.7144,-41.1106,-25.2858,-6.7349,-41.5179,2.0,-23.429
jeff-seidel,stanford-cardinal,-0.2877,-2.1765,0.8929,-28.3787,-14.3908,-37.1211,-28.3125,-15.5196,-36.308,-2.0,-28.553
jeff-seidel,auburn-tigers,-44.2308,-44.2308,0.0,-73.7375,-73.7375,0.0,-69.2308,-69.2308,0.0,-7.0,-9.139
jeff-seidel,lsu-tigers,-13.496,-27.8257,0.8337,-39.3188,-58.1461,-20.4916,-39.4949,-57.9932,-20.9966,-4.0,-27.159
jeff-seidel,notre-dame-fighting-irish,-8.9101,-15.9184,-2.7778,-43.6241,-49.265,-38.6884,-41.9608,-49.8763,-35.0347,-9.0,-43.68
jeff-seidel,oklahoma-state-cowboys,-4.8756,-5.0699,-4.7299,-22.4425,-8.958,-32.5558,-22.575,-10.2837,-31.7935,-11.0,-31.083
jeff-seidel,iowa-hawkeyes,7.8266,1.5152,10.1935,-24.9103,-11.7729,-29.8368,-24.0883,-15.665,-27.247,3.0,-22.421
jeff-seidel,usc-trojans,3.5787,6.9582,-4.8701,-13.8451,-17.0706,-5.7812,-11.5646,-13.3333,-7.1429,3.0,-10.136
jeff-seidel,georgia-bulldogs,4.4433,6.132,-4.0,-16.224,-20.5047,5.179,-11.6336,-14.7937,4.1667,2.0,-7.252
jeff-seidel,texas-am-aggies,-7.0222,-7.2148,-6.3478,-11.1843,-15.1085,2.5502,-15.4699,-19.8639,-0.0906,-10.0,-8.889
jeff-seidel,oregon-ducks,-2.8078,-9.9286,2.8889,-13.563,-22.2177,-6.6393,-14.2398,-21.0203,-8.8154,-2.0,-11.706
jeff-seidel,florida-state-seminoles,-3.6497,-9.127,1.1429,-23.7396,-31.14,-17.2642,-21.8913,-28.4993,-16.1092,-3.0,-36.644
jeff-seidel,florida-gators,4.3277,2.8742,5.0545,-10.589,-9.8338,-10.9666,-9.3398,-11.8867,-8.0664,6.0,-11.136
jeff-seidel,north-carolina-tar-heels,-0.2381,0.0,-0.2381,-21.1228,0.0,-21.1228,-18.8104,0.0,-18.8104,0.0,-17.907
jeff-seidel,michigan-wolverines,-4.8192,1.8627,-8.1602,-16.5666,-9.7737,-19.9631,-18.4503,-13.369,-20.9909,-6.0,-25.757
jeff-seidel,houston-cougars,-0.1806,-9.3182,2.1038,-12.7345,-8.7018,-13.7426,-11.3982,-9.7727,-11.8046,-4.0,-20.549
jeff-seidel,northwestern-wildcats,7.533,7.9156,7.2141,-3.5741,-4.0257,-3.1978,-4.8372,-5.777,-4.054,14.0,-3.794
jeff-seidel,arizona-state-sun-devils,-7.1429,-7.1429,0.0,-25.9857,-25.9857,0.0,-25.0,-25.0,0.0,-1.0,-3.638
jeff-seidel,navy-midshipmen,-0.7683,0.0,-0.7683,-7.9744,0.0,-7.9744,-7.0802,0.0,-7.0802,0.0,-7.858
jeff-seidel,memphis-tigers,0.308,1.8116,-0.6944,-0.8254,4.294,-4.2383,-1.431,3.0892,-4.4444,-1.0,-0.37
jeff-seidel,arizona-wildcats,-7.0175,-7.0175,0.0,-14.2455,-14.2455,0.0,-15.0219,-15.0219,0.0,-4.0,-7.441
jeff-seidel,georgia-tech-yellow-jackets,7.4718,7.4718,0.0,-4.6277,-4.6277,0.0,-5.4696,-5.4696,0.0,3.0,-2.617
jeff-seidel,toledo-rockets,-2.5624,-6.5741,1.4493,-7.5078,-10.2382,-4.7774,-7.3421,-10.9581,-3.7262,-3.0,-8.28
jeff-seidel,wisconsin-badgers,-1.063,-1.25,-0.9134,-2.4316,-4.8713,-0.4797,-3.7193,-5.2946,-2.4591,-2.0,-3.957
jeff-seidel,california-golden-bears,-0.3235,-0.3235,0.0,-1.8095,-1.8095,0.0,-2.9592,-2.9592,0.0,0.0,-0.989
jeff-seidel,temple-owls,-0.4138,4.3478,-1.3661,-4.0896,3.4483,-5.5972,-4.6545,0.0,-5.5854,0.0,-4.155
jeff-seidel,missouri-tigers,-4.843,-4.843,0.0,0.3995,0.3995,0.0,0.3704,0.3704,0.0,-3.0,0.534
jeff-seidel,mississippi-state-bulldogs,-2.8485,-2.6667,-3.0303,-0.2709,3.0108,-3.5525,-2.5942,0.3419,-5.5303,-4.0,0.095
jeff-seidel,boise-state-broncos,-2.2727,-2.2727,0.0,-5.2669,-5.2669,0.0,-8.171,-8.171,0.0,-1.0,-2.237
jeff-seidel,washington-state-cougars,2.9904,0.0,2.9904,-5.2447,0.0,-5.2447,-4.5455,0.0,-4.5455,1.0,-2.287
jeff-seidel,tennessee-volunteers,-4.7619,0.0,-4.7619,-3.9095,0.0,-3.9095,-4.7619,0.0,-4.7619,-1.0,-0.821
jeff-seidel,west-virginia-mountaineers,-4.5455,-4.5455,0.0,-3.5818,-3.5818,0.0,-4.5455,-4.5455,0.0,-1.0,-0.788
jeff-seidel,pittsburgh-panthers,-4.5455,0.0,-4.5455,-7.9182,0.0,-7.9182,-9.0909,0.0,-9.0909,-1.0,-1.742
jeff-seidel,byu-cougars,12.7002,12.7002,0.0,6.1694,6.1694,0.0,2.2727,2.2727,0.0,5.0,2.736
jeff-seidel,duke-blue-devils,6.8182,4.5455,9.0909,2.4318,-0.9565,5.8201,0.0,-4.3478,4.3478,3.0,1.1
jeff-seidel,arkansas-razorbacks,14.6667,33.3333,-4.0,18.7578,21.2366,16.2791,15.5556,20.0,11.1111,5.0,7.704
jeff-seidel,western-kentucky-hilltoppers,-6.1667,0.0,-6.1667,3.3302,0.0,3.3302,3.1915,0.0,3.1915,-3.0,1.575
jim-dunaway,ohio-state-buckeyes,21.7778,42.8571,3.3333,-148.3266,-188.65,-113.0435,-115.6667,-150.0,-85.625,2.0,-36.526
jim-dunaway,baylor-bears,1.1347,-26.4286,25.2525,-100.7973,-187.4406,-24.9845,-89.1564,-170.068,-18.3587,10.0,-29.298
jim-dunaway,clemson-tigers,-21.1111,-30.9524,-12.5,-137.9353,-66.4114,-200.5187,-123.5354,-64.7186,-175.0,-9.0,-41.197
jim-dunaway,alabama-crimson-tide,4.1667,23.2143,-12.5,-65.1018,-17.8009,-106.4902,-64.0574,-14.8168,-107.1429,5.0,-25.099
jim-dunaway,tcu-horned-frogs,23.9048,53.5714,-2.0536,-33.1111,-43.1472,-24.3295,-24.799,-27.381,-22.5398,10.0,-25.263
jim-dunaway,michigan-state-spartans,4.7725,18.1633,-6.9444,-46.4685,-57.5359,-36.7846,-44.6429,-50.5952,-39.4345,7.0,-22.391
jim-dunaway,ucla-bruins,-25.2086,-37.9452,0.2646,-51.8825,-72.7901,-10.0674,-52.0386,-72.4074,-11.301,-5.0,-24.418
jim-dunaway,usc-trojans,-29.8487,-38.7304,-15.0458,-51.5609,-74.9877,-12.5162,-49.1118,-69.4987,-15.1335,-16.0,-27.136
jim-dunaway,utah-utes,-5.1292,-16.1905,5.9321,-28.3635,-49.4919,-7.235,-24.869,-42.8709,-6.867,-3.0,-23.819
jim-dunaway,lsu-tigers,-6.1828,1.1709,-12.6172,-28.0686,-22.2218,-33.1845,-28.4557,-22.4603,-33.7017,-7.0,-29.159
jim-dunaway,oklahoma-sooners,-16.5832,-19.9807,-13.6103,-41.6815,-29.9963,-51.9061,-42.5928,-31.7038,-52.1207,-19.0,-44.429
jim-dunaway,auburn-tigers,-39.2857,-39.2857,0.0,-68.8804,-68.8804,0.0,-64.2857,-64.2857,0.0,-6.0,-8.139
jim-dunaway,georgia-bulldogs,-20.614,-20.614,0.0,-53.7232,-53.7232,0.0,-45.2381,-45.2381,0.0,-4.0,-15.483
jim-dunaway,ole-miss-rebels,-8.3881,-11.8463,-4.9299,-25.711,-37.2173,-14.2046,-26.2763,-38.001,-14.5515,-22.0,-41.479
jim-dunaway,notre-dame-fighting-irish,-0.2273,12.013,-10.9375,-32.1574,-14.2439,-47.8318,-30.31,-14.6722,-43.9931,1.0,-33.68
jim-dunaway,iowa-hawkeyes,18.842,8.3333,22.7827,-15.4649,-5.1722,-19.3246,-14.6169,-8.9127,-16.756,13.0,-12.421
jim-dunaway,stanford-cardinal,1.4146,-6.8702,7.6282,-23.0347,-17.5494,-27.1486,-23.1481,-19.3164,-26.0218,-1.0,-27.425
jim-dunaway,oklahoma-state-cowboys,0.5484,-0.9239,1.6527,-15.7007,-4.3563,-24.2089,-16.4223,-6.9004,-23.5637,-3.0,-22.458
jim-dunaway,florida-gators,-3.7535,-11.2103,0.5075,-22.0843,-26.8138,-19.3818,-20.8617,-29.4729,-15.941,-3.0,-21.736
jim-dunaway,florida-state-seminoles,-1.2683,-6.9496,3.7029,-21.6919,-30.1367,-14.3028,-20.136,-27.9035,-13.3395,0.0,-33.644
jim-dunaway,oregon-ducks,2.6728,15.873,-5.2473,-11.6094,-3.7098,-16.3492,-12.6558,-2.5794,-18.7016,4.0,-9.206
jim-dunaway,north-carolina-tar-heels,4.9092,0.0,4.9092,-13.2329,0.0,-13.2329,-11.2277,0.0,-11.2277,3.0,-12.764
jim-dunaway,houston-cougars,20.5797,9.5238,21.9616,5.6077,3.5663,5.8629,6.8959,0.0,7.7579,28.0,9.851
jim-dunaway,texas-am-aggies,9.8916,12.9894,-8.6957,0.0222,0.56,-3.2043,-3.4783,-3.3333,-4.3478,6.0,-0.52
jim-dunaway,michigan-wolverines,-5.6148,-11.4057,-2.7194,-17.7273,-24.4212,-14.3804,-19.6336,-28.4615,-15.2196,-9.0,-28.757
jim-dunaway,northwestern-wildcats,-0.7656,9.1302,-7.3628,-13.5627,-6.9503,-17.971,-14.5519,-7.7431,-19.0911,-3.0,-20.937
jim-dunaway,memphis-tigers,0.1657,0.7778,-0.4464,-3.6292,3.2818,-10.5401,-4.3155,2.0833,-10.7143,0.0,-1.457
jim-dunaway,arizona-state-sun-devils,13.3333,13.3333,0.0,-3.7529,-3.7529,0.0,-2.9412,-2.9412,0.0,2.0,-0.638
jim-dunaway,arizona-wildcats,-3.0271,-3.0271,0.0,-5.5942,-5.5942,0.0,-6.8885,-6.8885,0.0,-3.0,-3.774
jim-dunaway,california-golden-bears,-5.4987,-5.4987,0.0,-7.3294,-7.3294,0.0,-8.4399,-8.4399,0.0,-4.0,-4.989
jim-dunaway,mississippi-state-bulldogs,-5.4987,0.0,-5.4987,-5.43,0.0,-5.43,-7.7046,0.0,-7.7046,-4.0,-3.383
jim-dunaway,wisconsin-badgers,-6.1253,2.4522,-14.7027,-8.7303,-1.1345,-16.3261,-9.8014,-1.5446,-18.0582,-9.0,-12.694
jim-dunaway,navy-midshipmen,11.7901,0.0,11.7901,4.6369,0.0,4.6369,5.4466,0.0,5.4466,14.0,6.142
jim-dunaway,georgia-tech-yellow-jackets,17.8571,17.8571,0.0,4.9229,4.9229,0.0,3.9978,3.9978,0.0,8.0,2.383
jim-dunaway,west-virginia-mountaineers,-22.5094,-22.5094,0.0,-11.5815,-11.5815,0.0,-10.7221,-10.7221,0.0,-18.0,-9.169
jim-dunaway,temple-owls,-8.2577,-13.583,-4.2638,-10.1415,-8.2861,-11.533,-10.9974,-9.9661,-11.7709,-12.0,-14.259
jim-dunaway,duke-blue-devils,-10.0,0.0,-10.0,-13.4,0.0,-13.4,-15.0,0.0,-15.0,-2.0,-2.68
jim-dunaway,washington-state-cougars,4.8055,0.0,4.8055,-3.2769,0.0,-3.2769,-2.5,0.0,-2.5,2.0,-1.287
jim-dunaway,boise-state-broncos,0.0,0.0,0.0,-8.0429,-8.0429,0.0,-9.5238,-9.5238,0.0,0.0,-1.689
jim-dunaway,arkansas-razorbacks,22.2222,22.2222,0.0,11.1336,11.1336,0.0,10.0,10.0,0.0,4.0,2.204
jim-dunaway,byu-cougars,15.7895,15.7895,0.0,0.6543,0.6543,0.0,0.0,0.0,0.0,3.0,0.143
jim-dunaway,toledo-rockets,10.1874,8.2935,12.0813,5.1245,4.8909,5.3581,5.3846,4.3478,6.4214,12.0,6.72
jim-dunaway,pittsburgh-panthers,-2.0833,-4.1667,0.0,-0.0511,3.1238,-3.2261,0.0,4.3478,-4.3478,-1.0,-0.015
jim-dunaway,tennessee-volunteers,-4.0758,-4.1111,-4.0404,6.097,9.777,2.417,3.6863,5.7971,1.5755,-6.0,8.083
jim-dunaway,western-kentucky-hilltoppers,-4.0,0.0,-4.0,5.4311,0.0,5.4311,5.2748,0.0,5.2748,-2.0,2.575
jim-polzin,iowa-hawkeyes,-14.026700000000002,-5.54655,-18.70505,-39.04175,-17.9062,-48.0977,-38.4664,-20.1289,-46.4133,-13.0,-36.837
jim-polzin,houston-cougars,-6.2906,0.0,-7.8632,-19.3967,0.5426,-24.3816,-17.9226,-0.4141,-22.2997,-7.0,-23.549
jim-polzin,michigan-wolverines,-7.73485,-20.7968,3.4695,-23.837,-40.10125,-9.82945,-23.7818,-39.208,-10.938899999999999,-9.5,-36.144999999999996
jim-polzin,northwestern-wildcats,-6.89695,-2.9250499999999997,-5.0,-7.159600000000001,-5.45105,-9.2977,-10.801699999999999,-9.1612,-9.6558,-6.0,-12.696
jim-polzin,navy-midshipmen,-11.67915,0.0,-11.67915,-19.1532,0.0,-19.1532,-18.31645,0.0,-18.31645,-10.5,-17.683
jim-polzin,toledo-rockets,-15.82,-17.2806,-11.4379,-15.5019,-13.536,-21.3995,-16.3391,-15.0861,-20.098,-25.0,-22.538
jim-polzin,california-golden-bears,-4.962350000000001,-4.962350000000001,0.0,-5.94445,-5.94445,0.0,-7.0141,-7.0141,0.0,-3.5,-2.8255000000000003
jim-polzin,washington-state-cougars,-4.91925,-3.7829,-1.13635,-10.8274,-5.5191,-5.3083,-11.318750000000001,-6.41445,-4.9043,-3.5,-6.4510000000000005
jim-polzin,tennessee-volunteers,-7.5652,-8.6957,-7.0,-1.8715,1.8646,-3.7395,-3.3333,0.0,-5.0,-5.0,-1.0
jim-polzin,arkansas-razorbacks,16.6667,16.6667,0.0,6.082,6.082,0.0,5.0,5.0,0.0,3.0,1.204
jim-polzin,temple-owls,5.3327,4.3478,5.4969,2.3347,3.4483,2.1491,1.8066,0.0,2.1076,8.0,3.904
jim-polzin,western-kentucky-hilltoppers,-15.3304,0.0,-15.3304,-6.5572,0.0,-6.5572,-6.9986,0.0,-6.9986,-10.0,-4.175
jim-polzin,texas-tech-red-raiders,-13.2576,-13.2576,0.0,-0.2172,-0.2172,0.0,0.0,0.0,0.0,-6.0,-0.067
jimmy-burch,iowa-hawkeyes,9.003449999999999,13.702200000000001,4.3378,-15.605049999999999,-1.165,-20.0752,-14.7827,-2.74235,-18.47875,8.0,-8.796
jimmy-burch,houston-cougars,-19.91485,-18.310000000000002,-10.828,-43.2503,-35.7388,-23.650550000000003,-42.24250000000001,-36.354099999999995,-21.596899999999998,-9.5,-27.124000000000002
jimmy-burch,florida-gators,-7.255050000000001,-1.1404499999999995,-10.3315,-20.691850000000002,-12.286850000000001,-26.51855,-19.723,-14.4115,-23.82315,-16.5,-32.9175
jimmy-burch,michigan-wolverines,5.6977,8.2765,3.627,-33.4666,-27.4144,-39.0217,-30.37095,-27.953650000000003,-32.69565,8.5,-19.9555
jimmy-burch,navy-midshipmen,-12.32215,-3.3597,-12.186,-13.36175,2.36245,-14.517100000000001,-13.90755,0.0,-14.39565,-12.0,-11.5235
jimmy-burch,northwestern-wildcats,0.6059,-6.3197,9.2628,-13.0556,-18.2258,-6.5929,-13.9291,-20.1817,-6.1134,-1.0,-19.335
jimmy-burch,arkansas-razorbacks,-5.78125,-5.78125,0.0,-17.3105,-17.3105,0.0,-17.53215,-17.53215,0.0,-0.5,-5.393
jimmy-burch,california-golden-bears,-10.6543,-10.6543,0.0,-1.8426500000000008,-1.8426500000000008,0.0,-5.87625,-5.87625,0.0,-7.0,-5.328
jimmy-burch,tennessee-volunteers,-7.62475,-16.20705,4.5455,-11.069249999999998,-18.40605,4.5545,-11.4775,-18.996499999999997,3.9394,-4.5,-9.921
jimmy-burch,toledo-rockets,1.8124,2.6316,1.4027,-2.897,-5.7927,-1.4491,-2.6718,-7.2727,-0.3714,2.0,-3.316
jimmy-burch,temple-owls,-18.95745,-1.5,-19.3358,-14.555950000000001,0.8153,-16.50785,-16.27525,0.23245,-18.0046,-10.5,-8.4385
jimmy-burch,washington-state-cougars,-2.7639499999999995,0.0,-2.7639499999999995,-4.268750000000001,0.0,-4.268750000000001,-4.9185,0.0,-4.9185,-3.5,-2.8405
jimmy-burch,san-diego-state-aztecs,-14.75945,-5.476,-14.952,-6.605650000000001,-3.16625,-6.4087,-8.5821,-4.5037,-8.1151,-11.0,-4.7465
joel-klatt,ohio-state-buckeyes,77.7778,185.7143,-16.6667,-129.3321,-106.2342,-149.5427,-100.3968,-76.1905,-121.5774,11.0,-27.526
joel-klatt,michigan-state-spartans,7.6032,17.9592,-1.4583,-52.5398,-77.3351,-30.844,-49.9947,-68.6508,-33.6706,10.0,-19.391
joel-klatt,baylor-bears,-34.7677,-64.2857,-8.9394,-142.0593,-230.345,-64.8093,-126.5007,-209.2857,-54.0639,-12.0,-51.298
joel-klatt,clemson-tigers,0.9394,-12.2727,12.5,-102.5569,-41.8886,-155.6417,-90.7172,-39.632,-135.4167,-2.0,-34.197
joel-klatt,alabama-crimson-tide,17.9206,11.1905,23.8095,-47.2291,-36.9683,-56.2073,-45.3691,-31.7433,-57.2917,14.0,-16.099
joel-klatt,tcu-horned-frogs,-2.759,2.381,-7.2565,-62.3843,-98.8738,-30.4559,-51.8995,-78.5714,-28.5616,-3.0,-38.263
joel-klatt,utah-utes,-26.3622,-50.782,-1.9424,-59.314,-103.3194,-15.3086,-52.3176,-89.7384,-14.8969,-17.0,-37.819
joel-klatt,oklahoma-sooners,-34.2753,-31.872,-36.3782,-65.2096,-42.7515,-84.8604,-66.2948,-44.5006,-85.3648,-35.0,-60.429
joel-klatt,notre-dame-fighting-irish,8.7222,27.1429,-7.3958,-25.1686,-3.0194,-44.5492,-22.8223,-3.4117,-39.8065,9.0,-25.68
joel-klatt,stanford-cardinal,-15.0819,-26.5952,-6.4469,-41.1568,-37.1474,-44.1638,-41.4413,-39.5841,-42.8342,-25.0,-51.425
joel-klatt,oregon-ducks,-23.7233,-44.8148,-7.9046,-41.6821,-71.8859,-19.0292,-42.092,-70.1852,-21.022,-15.0,-26.92
joel-klatt,ole-miss-rebels,15.9774,33.7803,-1.8254,-4.6297,4.7755,-14.0349,-4.7256,4.1285,-13.5798,19.0,-2.879
joel-klatt,lsu-tigers,-1.3095,-10.2407,7.6217,-23.7838,-35.7231,-11.8445,-23.6671,-35.1701,-12.1641,-1.0,-24.159
joel-klatt,oklahoma-state-cowboys,0.9674,-4.1086,5.409,-13.8195,-5.5267,-21.0756,-14.4372,-7.6756,-20.3535,-1.0,-17.958
joel-klatt,iowa-hawkeyes,13.8981,7.0707,16.4583,-19.6974,-5.9964,-24.8354,-18.9843,-9.7126,-22.4612,8.0,-17.421
joel-klatt,usc-trojans,-1.8574,0.1445,-4.3597,-14.2425,-26.2222,0.7322,-13.3759,-22.2222,-2.318,0.0,-8.025
joel-klatt,ucla-bruins,-9.1386,-14.6338,1.8519,-29.5319,-40.1084,-8.3788,-29.9394,-40.1243,-9.5694,-5.0,-24.418
joel-klatt,florida-gators,9.2677,-1.8992,14.8511,-6.4637,-16.2682,-1.5614,-5.4188,-18.8312,1.2874,13.0,-4.136
joel-klatt,florida-state-seminoles,2.2086,8.256,-3.0828,-19.4391,-16.9953,-21.5774,-17.7865,-14.6956,-20.4911,3.0,-30.644
joel-klatt,georgia-bulldogs,0.2824,2.4321,-6.1667,-13.8186,-19.5957,3.5126,-10.343,-15.2097,4.2572,-4.0,-9.816
joel-klatt,texas-am-aggies,-2.962,-2.7612,-4.1667,-12.4585,-14.7196,1.108,-16.1975,-18.8971,0.0,-3.0,-9.52
joel-klatt,north-carolina-tar-heels,11.7748,0.0,11.7748,-5.1198,0.0,-5.1198,-3.4201,0.0,-3.4201,11.0,-4.764
joel-klatt,michigan-wolverines,-9.8994,-20.6381,-4.53,-22.3239,-34.7651,-16.1034,-24.4209,-39.2861,-16.9883,-16.0,-35.757
joel-klatt,houston-cougars,11.6515,0.0,13.1079,-3.8879,-5.7524,-3.6548,-2.4641,-9.5238,-1.5817,13.0,-5.149
joel-klatt,northwestern-wildcats,0.0354,5.8058,-4.7734,-11.4564,-5.8907,-16.0945,-12.659,-7.5794,-16.8921,1.0,-16.794
joel-klatt,georgia-tech-yellow-jackets,3.6859,3.6859,0.0,-8.8319,-8.8319,0.0,-10.0712,-10.0712,0.0,2.0,-3.617
joel-klatt,auburn-tigers,166.6667,166.6667,0.0,89.1477,89.1477,0.0,100.0,100.0,0.0,10.0,7.541
joel-klatt,arkansas-razorbacks,-5.8824,-5.8824,0.0,-16.4471,-16.4471,0.0,-17.6471,-17.6471,0.0,-1.0,-2.796
joel-klatt,arizona-wildcats,-1.2584,-1.2584,0.0,-8.4118,-8.4118,0.0,-9.1847,-9.1847,0.0,-1.0,-4.441
joel-klatt,memphis-tigers,5.2847,0.7778,9.7917,1.6693,3.2818,0.0568,1.0417,2.0833,0.0,3.0,1.543
joel-klatt,navy-midshipmen,3.753,0.0,3.753,-3.3643,0.0,-3.3643,-2.5317,0.0,-2.5317,5.0,-2.858
joel-klatt,arizona-state-sun-devils,-4.0476,-4.0476,0.0,-4.0117,-4.0117,0.0,-5.1984,-5.1984,0.0,-4.0,-2.638
joel-klatt,california-golden-bears,-14.9988,-14.9988,0.0,-14.5439,-14.5439,0.0,-16.2512,-16.2512,0.0,-15.0,-14.132
joel-klatt,duke-blue-devils,-16.1111,-10.0,-22.2222,-21.05,-16.1,-26.0,-23.8889,-20.0,-27.7778,-6.0,-7.9
joel-klatt,washington-state-cougars,0.0,0.0,0.0,-12.8105,0.0,-12.8105,-10.5263,0.0,-10.5263,0.0,-2.434
